quantum_value,greedy_value,opt_value,number_nodes,number_edges,nb_sg,nb_mis,expl_thres:,graph_solved_list_num_edges,graph_solved_list_num_nodes,solution_quantum,solution_greedy,solution_cplex
7.542499999999999,5.3236,9.969699999999998,558,99059,1,1,10,"[33, 12]","[21, 9]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_a_3-R_d_161', 'l_d_2-R_d_168', 'l_d_2-R_a_141', 'l_p_0-R_d_162', 'l_p_1-R_a_134', 'l_h_3-R_h_51']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
7.542499999999999,5.3236,9.969699999999998,558,99059,1,1,15,"[33, 12]","[21, 9]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_a_3-R_d_161', 'l_d_2-R_d_168', 'l_d_2-R_a_141', 'l_p_0-R_d_162', 'l_p_1-R_a_134', 'l_h_3-R_h_51']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
7.542499999999999,5.3236,9.969699999999998,558,99059,1,2,10,"[33, 12, 8]","[21, 9, 6]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_a_3-R_d_161', 'l_d_2-R_d_168', 'l_d_2-R_a_141', 'l_p_0-R_d_162', 'l_p_1-R_a_134', 'l_h_3-R_h_51']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
7.542499999999999,5.3236,9.969699999999998,558,99059,1,2,15,"[33, 12, 8]","[21, 9, 6]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_a_3-R_d_161', 'l_d_2-R_d_168', 'l_d_2-R_a_141', 'l_p_0-R_d_162', 'l_p_1-R_a_134', 'l_h_3-R_h_51']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
8.416899999999998,5.3236,9.969699999999998,558,99059,1,3,10,"[33, 12, 8]","[21, 9, 6]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_h_3-R_d_271', 'l_a_3-R_h_222', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_p_0-R_d_162', 'l_p_1-R_a_134']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
8.416899999999998,5.3236,9.969699999999998,558,99059,1,3,15,"[33, 12, 8, 7]","[21, 9, 6, 6]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_h_3-R_d_271', 'l_a_3-R_h_222', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_p_0-R_d_162', 'l_p_1-R_a_134']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
7.542499999999999,5.3236,9.969699999999998,558,99059,1,4,10,"[33, 12, 8, 7]","[21, 9, 6, 6]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_a_3-R_d_161', 'l_h_3-R_h_51', 'l_d_2-R_d_168', 'l_d_2-R_a_141', 'l_p_0-R_d_162', 'l_p_1-R_a_134']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
8.416899999999998,5.3236,9.969699999999998,558,99059,1,4,15,"[33, 12, 8, 7]","[21, 9, 6, 6]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_h_3-R_d_271', 'l_a_3-R_h_222', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_p_0-R_d_162', 'l_p_1-R_a_134']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
7.542499999999999,5.3236,9.969699999999998,558,99059,1,5,10,"[33, 12, 8, 7]","[21, 9, 6, 6]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_a_3-R_d_161', 'l_h_3-R_h_51', 'l_d_2-R_d_168', 'l_d_2-R_a_141', 'l_p_0-R_d_162', 'l_p_1-R_a_134']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
7.542499999999999,5.3236,9.969699999999998,558,99059,1,5,15,"[33, 12, 8, 7]","[21, 9, 6, 6]","['l_p_2-R_a_206', 'l_d_5-R_a_206', 'l_a_0-R_a_136', 'l_d_0-R_a_136', 'l_a_2-R_d_163', 'l_d_3-R_d_162', 'l_d_4-R_a_134', 'l_a_3-R_d_161', 'l_h_3-R_h_51', 'l_d_2-R_d_168', 'l_d_2-R_a_141', 'l_p_0-R_d_162', 'l_p_1-R_a_134']","['l_p_1-R_a_132', 'l_h_0-R_h_276', 'l_a_2-R_d_162', 'l_d_4-R_a_132', 'l_d_0-R_d_161', 'l_d_2-R_a_134', 'l_a_0-R_d_161', 'l_d_5-R_a_29', 'l_p_2-R_a_29']","['l_d_0-R_d_163', 'l_d_1-R_a_141', 'l_d_1-R_d_168', 'l_d_2-R_a_136', 'l_d_3-R_a_134', 'l_d_4-R_d_161', 'l_d_5-R_a_40', 'l_d_5-R_d_52', 'l_a_0-R_d_163', 'l_a_1-R_a_141', 'l_a_1-R_d_168', 'l_a_2-R_d_162', 'l_p_0-R_a_134', 'l_p_1-R_d_161', 'l_p_2-R_a_40', 'l_p_2-R_d_52', 'l_h_0-R_h_222', 'l_h_2-R_a_132']"
