quantum_value,greedy_value,opt_value,number_nodes,number_edges,nb_sg,nb_mis,expl_thres:,graph_solved_list_num_edges,graph_solved_list_num_nodes,solution_quantum,solution_greedy,solution_cplex
3.6857,2.6285,4.1995000000000005,451,83436,1,1,10,"[18, 7]","[13, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,1,1,15,"[18, 7]","[13, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,1,2,10,"[18, 7]","[13, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,1,2,15,"[18, 7, 5]","[13, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857000000000006,2.6285,4.1995000000000005,451,83436,1,3,10,"[18, 7]","[13, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328', 'l_h_6-R_d_333']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857000000000006,2.6285,4.1995000000000005,451,83436,1,3,15,"[18, 7, 5]","[13, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328', 'l_h_6-R_d_333']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,1,4,10,"[18, 7, 5]","[13, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857000000000006,2.6285,4.1995000000000005,451,83436,1,4,15,"[18, 7, 5]","[13, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328', 'l_h_6-R_d_333']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,1,5,10,"[18, 7, 5, 10]","[13, 6, 6, 8]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857000000000006,2.6285,4.1995000000000005,451,83436,1,5,15,"[18, 7, 5]","[13, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328', 'l_h_6-R_d_333']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,2,1,10,"[18, 18, 7, 7, 7, 7]","[13, 13, 6, 6, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,2,1,15,"[18, 18, 7, 7, 7, 7]","[13, 13, 6, 6, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,2,2,10,"[18, 18, 7, 7, 7, 7]","[13, 13, 6, 6, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,2,2,15,"[18, 18, 7, 7, 5, 7, 7, 7]","[13, 13, 6, 6, 6, 6, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
3.6857,2.6285,4.1995000000000005,451,83436,2,3,10,"[18, 18, 7, 7, 7, 7, 5, 7]","[13, 13, 6, 6, 6, 6, 6, 6]","['l_d_0-R_h_343', 'l_a_0-R_h_343', 'l_h_5-R_a_303', 'l_h_4-R_a_305', 'l_h_2-R_d_328', 'l_a_1-R_a_310', 'l_h_6-R_d_333', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_1-R_d_334', 'l_h_3-R_d_328']","['l_h_6-R_d_119', 'l_a_0-R_a_53', 'l_d_0-R_a_53', 'l_a_1-R_a_112', 'l_d_1-R_a_112', 'l_h_4-R_h_345']","['l_d_0-R_h_382', 'l_d_0-R_h_45', 'l_d_1-R_d_334', 'l_d_1-R_a_310', 'l_a_0-R_h_382', 'l_a_0-R_h_45', 'l_a_1-R_d_334', 'l_a_1-R_a_310', 'l_h_1-R_h_480', 'l_h_2-R_d_326', 'l_h_3-R_d_328', 'l_h_4-R_a_303', 'l_h_5-R_a_303', 'l_h_6-R_a_305']"
