sa_value,number_nodes,number_edges,solution_sa
4.521900000000001,540,100654,"['l_d_0-R_h_252', 'l_d_0-R_h_41', 'l_a_0-R_d_314', 'l_a_1-R_a_213', 'l_a_2-R_d_224', 'l_ar_0-R_d_316', 'l_ar_0-R_a_298', 'l_h_1-R_a_297', 'l_h_2-R_d_316', 'l_h_2-R_a_298', 'l_h_3-R_d_316', 'l_h_3-R_a_298', 'l_h_4-R_h_293', 'l_h_6-R_d_222', 'l_h_7-R_d_223', 'l_h_8-R_a_295', 'l_h_8-R_d_313', 'l_h_9-R_a_295', 'l_h_9-R_ar_6', 'l_h_9-R_d_313']"
